Major,Course Name,Credits,Prerequisites,Category
Peace and Justice Studies BA,PCST 310 - International Approaches to Health,3,N/A,intercultural understanding
Peace and Justice Studies BA,HIST 211 - Mother Russia and Uncle Sam During the Cold War: Conflict and Coexistence,3,N/A,intercultural understanding
Peace and Justice Studies BA,HIST 297 - The Holocaust in History and Film,3,N/A,intercultural understanding
Peace and Justice Studies BA,SOC 281 - Sociology of Sex and Gender,3,N/A,intercultural understanding
Peace and Justice Studies BA,PCST 251 - Intercultural Conflict and Communication,3,N/A,intercultural understanding
Peace and Justice Studies BA,PCST 325 - Albert Schweitzer: His Life and Thought,3,N/A,intercultural understanding
Peace and Justice Studies BA,POSC 326 - Politics of the Contemporary Middle East,3,N/A,intercultural understanding
Peace and Justice Studies BA,PSY 341 - Cross-Cultural Psychology,3,PSY 101 ,intercultural understanding
Peace and Justice Studies BA,PCST 353 - Peace and Conflict in the Middle East,3,N/A,intercultural understanding
Peace and Justice Studies BA,PCST 352 - Race and Change in South Africa and the United States,3,N/A,intercultural understanding
Peace and Justice Studies BA,PCST 357 - Model United Nations II,3,"PCST 257, POSC 257  and consent of instructor",intercultural understanding
Peace and Justice Studies BA,PCST 358 - Islam and the West,3,N/A,intercultural understanding
Peace and Justice Studies BA,PCST 356 - The Psychology of International Conflict,3,N/A,intercultural understanding
Peace and Justice Studies BA,HIST 365b - The Holocaust: Memoirs and Histories,3,N/A,intercultural understanding
Peace and Justice Studies BA,"FREN 378 - Contemporary French Society, Politics, The European Union and French-Speaking World",3,"FREN 201, consent of instructor",intercultural understanding
Peace and Justice Studies BA,PCST 380 - Southern African Challenges and Change,6,N/A,intercultural understanding
Peace and Justice Studies BA,AMST 396 - Indians of California,3,N/A,intercultural understanding
Peace and Justice Studies BA,LEAD 410 - Leadership in International Contexts: Travel Course,3,"declared LEAD Minor, Leadership Themed Inquiry, Instructor Approval",intercultural understanding
Peace and Justice Studies BA,PCST 239 - People With Disabilities in Politics and Society,3,N/A,social justice and social change
Peace and Justice Studies BA,PCST 260 - Peace and Conflict in Fiction,3,"PCST 150  and sophomore standing, consent of  instructor",social justice and social change
Peace and Justice Studies BA,PCST 200 - Introduction to Human Rights,3,N/A,social justice and social change
Peace and Justice Studies BA,FSN 201 - International Nutrition: World Food Crisis,3,N/A,social justice and social change
Peace and Justice Studies BA,PCST 160 - Introduction to Disability Studies; Challenging Myths of Normalcy,3,N/A,social justice and social change
Peace and Justice Studies BA,SOC 306 - Social Movements,3,SOC 101 ,social justice and social change
Peace and Justice Studies BA,SOC 310 - Feminist-Art-Theory-Power,3,N/A,social justice and social change
Peace and Justice Studies BA,PHIL 318 - Political and Legal Philosophy,3,N/A,social justice and social change
Peace and Justice Studies BA,WGST 310 - Feminist-Art-Theory-Power,3,"SOC 101, ANTH 102, WMST 101, WGST 101, PCST 150, consent of instructor  From Botticelli to Maxim, perhaps nothing has been more favored as an artistic subject- more glorified, nor more reviled- than the female body",social justice and social change
Peace and Justice Studies BA,"PCST 320 - International Law, International Organizations, and World Order",3,N/A,social justice and social change
Peace and Justice Studies BA,HIST 322 - Global History of U.S. Civil Rights Era and Decolonization 1940s-1980s,3,N/A,social justice and social change
Peace and Justice Studies BA,PCST 328 - Human Rights Law,3,N/A,social justice and social change
Peace and Justice Studies BA,PCST 345 - Gender in Peace and War,3,N/A,social justice and social change
Peace and Justice Studies BA,PCST 352 - Race and Change in South Africa and the United States,3,N/A,social justice and social change
Peace and Justice Studies BA,"PCST 360 - War, Memory, and Literature",3,N/A,social justice and social change
Peace and Justice Studies BA,TH 374 - Theatre for Social Change,3,"TH 170  and screen acting, theatre, theatre performance major",social justice and social change
Peace and Justice Studies BA,PCST 380 - Southern African Challenges and Change,6,N/A,social justice and social change
Peace and Justice Studies BA,"LEAD 383 - Critical Discourse, Social Change, and Positive Peace",3,"integrated educational studies major, minor, leadership studies minor, leadership themed inquiry, peace studies major, minor, consent of instructor",social justice and social change
Peace and Justice Studies BA,"POSC 439 - Disability, Policy, and the Law",3,N/A,social justice and social change
Performance Conducting Emphasis  Instrumental BM,MUS 404 - Advanced Piano,1-4,junior standing,general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 102B - Compendium of Western Music History II,3,"music major, minor and pass MUS 133  with a “C”, better, pass MUS 102A  with a C, better, consent of instructor",general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 102A - Compendium of Western Music History I,3,"music major, minor and pass MUS 133  with a “C”, better, consent of instructor",general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 133 - Theory I,2,consent of instructor,general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 104 - Piano,1-4,N/A,general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 233 - Theory III,2,"pass MUS 134  with a “C”, better, for B",general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 244 - Principles of Music Technology,2,"pass MUS 128  with at least a C, pass MUS 133  with at least a C, consent of instructor",general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 280 - Music Information Literacy,0,music majors only,general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 234 - Theory IV,2,"pass MUS 102, MUS 233  with a “C”, better, pass music theory placement examination",general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 297A - Applied Private Instruction in Conducting,1-3,consent of instructor,general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 303 - Music History and Literature III,3,"pass MUS 102, MUS 102B  with a “C”, better, and MUS 233  with a “C”, better",general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 330 - Form and Harmonic Analysis,2,"junior standing, pass MUS 234, MUS 236 with a “C”, better, for composition majors pass MUS 234, MUS 236 with “B”, better",general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 316A - Score Analysis,½,consent of instructor,general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 304 - Music History and Literature IV,3,"pass MUS 102, MUS 102B  with a “C”, better, and MUS 234  with a “C”, better",general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 340 - Instrumentation and Beginning Orchestration,2,"pass MUS 234  with a “C”, better, junior standing",general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 497A - Advanced Private Instruction in Conducting,1-3,consent of instructor,general requirements
Performance Conducting Emphasis  Instrumental BM,MUS 332B - Musical Cultures of Asia/Pacific,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
Performance Conducting Emphasis  Instrumental BM,MUS 332C - Musical Cultures of the Americas,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
Performance Conducting Emphasis  Instrumental BM,MUS 496D - Seminar: Topics in World Music and Culture,3,"consent of instructor and pass MUS 102B  with a “C”, better",one of the following
Performance Conducting Emphasis  Instrumental BM,MUS 332A - Musical Cultures of Africa/Middle East,3,"pass MUS 102B  with a “C”, better, and music major, minor",one of the following
Performance Conducting Emphasis  Instrumental BM,MUS 332D - Folk and Traditional Musical Cultures of Europe,3,"pass MUS 102B  with a “C”, better, and music major, minor, instructor consent",one of the following
Performance Conducting Emphasis  Instrumental BM,MUS 302 - Music History and Literature II,3,"pass MUS 102, MUS 102B  with a “C”, better, and MUS 134  with a “C”, better",baroque
Performance Conducting Emphasis  Instrumental BM,MUS 301 - Music History and Literature I,3,"pass MUS 102, MUS 102B  with a “C”, better",general
Performance Conducting Emphasis  Instrumental BM,MUS 405 - Music History and Literature V,3,"pass MUS 102B  and MUS 234  with a “C”, better, consent of instructor",general
Performance Conducting Emphasis  Instrumental BM,MUS 496E - Opera History and Cultural Practice,3,"pass MUS 102B  and MUS 134  with at least a C, consent of instructor",opera
Performance Instrumental Emphasis  Guitar Area BM,MUS 325 - Contemporary Guitar,1-4,"junior standing, consent of instructor",general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 102A - Compendium of Western Music History I,3,"music major, minor and pass MUS 133  with a “C”, better, consent of instructor",general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 305 - Advanced Guitar,1-4,junior standing,general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 102B - Compendium of Western Music History II,3,"music major, minor and pass MUS 133  with a “C”, better, pass MUS 102A  with a C, better, consent of instructor",general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 103 - Guitar,1-4,"MUS 133, consent of instructor",general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 104 - Piano,1-4,N/A,general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 404 - Advanced Piano,1-4,junior standing,general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 116 - Studio Class,½,consent of instructor,general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 133 - Theory I,2,consent of instructor,general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 233 - Theory III,2,"pass MUS 134  with a “C”, better, for B",general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 234 - Theory IV,2,"pass MUS 102, MUS 233  with a “C”, better, pass music theory placement examination",general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 244 - Principles of Music Technology,2,"pass MUS 128  with at least a C, pass MUS 133  with at least a C, consent of instructor",general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 280 - Music Information Literacy,0,music majors only,general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 322A - Small Ensemble: Guitar,0.5,consent of instructor,general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 454 - Principles of Conducting,2,"pass MUS 234, MUS 236  with a “C”, better, consent of instructor",general requirements
Performance Instrumental Emphasis  Guitar Area BM,MUS 468 - Guitar Literature and History,3,"pass MUS 102, MUS 102B  with a “C”, better, consent of instructor",general requirements
